construction_type,occupancy_type,story_min,story_max,sqft_min,sqft_max,foundation_type,flood_peril_type,damage_function_id,Duration,Base Type
W,RES6,4.0,999.0,,,BASEMENT,RLS,35,Short Duration,BASE
C,RES6,4.0,999.0,,,BASEMENT,RHS,35,Short Duration,BASE
M,RES6,4.0,999.0,,,BASEMENT,RHS,35,Short Duration,BASE
S,RES6,4.0,999.0,,,BASEMENT,RHS,35,Short Duration,BASE
W,RES6,4.0,999.0,,,BASEMENT,RHS,35,Short Duration,BASE
C,RES6,1.0,3.0,,,SHALLOW,RLS,1381,Short Duration,NOBASE
M,RES6,1.0,3.0,,,SHALLOW,RLS,1381,Short Duration,NOBASE
S,RES6,1.0,3.0,,,SHALLOW,RLS,1381,Short Duration,NOBASE
W,RES6,1.0,3.0,,,SHALLOW,RLS,1381,Short Duration,NOBASE
C,RES6,1.0,3.0,,,SHALLOW,RHS,1381,Short Duration,NOBASE
M,RES6,1.0,3.0,,,SHALLOW,RHS,1381,Short Duration,NOBASE
S,RES6,1.0,3.0,,,SHALLOW,RHS,1381,Short Duration,NOBASE
W,RES6,1.0,3.0,,,SHALLOW,RHS,1381,Short Duration,NOBASE
C,RES6,1.0,3.0,,,SLAB,RLS,1381,Short Duration,NOBASE
M,RES6,1.0,3.0,,,SLAB,RLS,1381,Short Duration,NOBASE
S,RES6,1.0,3.0,,,SLAB,RLS,1381,Short Duration,NOBASE
W,RES6,1.0,3.0,,,SLAB,RLS,1381,Short Duration,NOBASE
C,RES6,1.0,3.0,,,SLAB,RHS,1381,Short Duration,NOBASE
M,RES6,1.0,3.0,,,SLAB,RHS,1381,Short Duration,NOBASE
S,RES6,1.0,3.0,,,SLAB,RHS,1381,Short Duration,NOBASE
W,RES6,1.0,3.0,,,SLAB,RHS,1381,Short Duration,NOBASE
C,RES6,1.0,3.0,,,PILE,RLS,1381,Short Duration,NOBASE
M,RES6,1.0,3.0,,,PILE,RLS,1381,Short Duration,NOBASE
S,RES6,1.0,3.0,,,PILE,RLS,1381,Short Duration,NOBASE
W,RES6,1.0,3.0,,,PILE,RLS,1381,Short Duration,NOBASE
C,RES6,1.0,3.0,,,PILE,RHS,1381,Short Duration,NOBASE
M,RES6,1.0,3.0,,,PILE,RHS,1381,Short Duration,NOBASE
S,RES6,1.0,3.0,,,PILE,RHS,1381,Short Duration,NOBASE
W,RES6,1.0,3.0,,,PILE,RHS,1381,Short Duration,NOBASE
C,RES6,4.0,999.0,,,SHALLOW,RLS,1381,Short Duration,NOBASE
M,RES6,4.0,999.0,,,SHALLOW,RLS,1381,Short Duration,NOBASE
S,RES6,4.0,999.0,,,SHALLOW,RLS,1381,Short Duration,NOBASE
W,RES6,4.0,999.0,,,SHALLOW,RLS,1381,Short Duration,NOBASE
C,RES6,4.0,999.0,,,SHALLOW,RHS,1381,Short Duration,NOBASE
M,RES6,4.0,999.0,,,SHALLOW,RHS,1381,Short Duration,NOBASE
S,RES6,4.0,999.0,,,SHALLOW,RHS,1381,Short Duration,NOBASE
W,RES6,4.0,999.0,,,SHALLOW,RHS,1381,Short Duration,NOBASE
C,RES6,4.0,999.0,,,SLAB,RLS,1381,Short Duration,NOBASE
M,RES6,4.0,999.0,,,SLAB,RLS,1381,Short Duration,NOBASE
S,RES6,4.0,999.0,,,SLAB,RLS,1381,Short Duration,NOBASE
W,RES6,4.0,999.0,,,SLAB,RLS,1381,Short Duration,NOBASE
C,RES6,4.0,999.0,,,SLAB,RHS,1381,Short Duration,NOBASE
M,RES6,4.0,999.0,,,SLAB,RHS,1381,Short Duration,NOBASE
S,RES6,4.0,999.0,,,SLAB,RHS,1381,Short Duration,NOBASE
W,RES6,4.0,999.0,,,SLAB,RHS,1381,Short Duration,NOBASE
C,RES6,4.0,999.0,,,PILE,RLS,1381,Short Duration,NOBASE
M,RES6,4.0,999.0,,,PILE,RLS,1381,Short Duration,NOBASE
S,RES6,4.0,999.0,,,PILE,RLS,1381,Short Duration,NOBASE
W,RES6,4.0,999.0,,,PILE,RLS,1381,Short Duration,NOBASE
C,RES6,4.0,999.0,,,PILE,RHS,1381,Short Duration,NOBASE
M,RES6,4.0,999.0,,,PILE,RHS,1381,Short Duration,NOBASE
S,RES6,4.0,999.0,,,PILE,RHS,1381,Short Duration,NOBASE
W,RES6,4.0,999.0,,,PILE,RHS,1381,Short Duration,NOBASE
