construction_type,occupancy_type,story_min,story_max,sqft_min,sqft_max,foundation_type,flood_peril_type,damage_function_id,Duration,Base Type
S,IND5,,,,,SHALLOW,RHS,883,Short Duration,NOBASE
W,IND5,,,,,SHALLOW,RHS,883,Short Duration,NOBASE
C,IND5,,,,,SLAB,RLS,883,Short Duration,NOBASE
M,IND5,,,,,SLAB,RLS,883,Short Duration,NOBASE
S,IND5,,,,,SLAB,RLS,883,Short Duration,NOBASE
W,IND5,,,,,SLAB,RLS,883,Short Duration,NOBASE
C,IND5,,,,,SLAB,RHS,883,Short Duration,NOBASE
M,IND5,,,,,SLAB,RHS,883,Short Duration,NOBASE
S,IND5,,,,,SLAB,RHS,883,Short Duration,NOBASE
W,IND5,,,,,SLAB,RHS,883,Short Duration,NOBASE
C,IND5,,,,,PILE,RLS,883,Short Duration,NOBASE
M,IND5,,,,,PILE,RLS,883,Short Duration,NOBASE
S,IND5,,,,,PILE,RLS,883,Short Duration,NOBASE
W,IND5,,,,,PILE,RLS,883,Short Duration,NOBASE
C,IND5,,,,,PILE,RHS,883,Short Duration,NOBASE
M,IND5,,,,,PILE,RHS,883,Short Duration,NOBASE
S,IND5,,,,,PILE,RHS,883,Short Duration,NOBASE
W,IND5,,,,,PILE,RHS,883,Short Duration,NOBASE
C,IND6,,,,,BASEMENT,RLL,884,Long Duration,BASE
M,IND6,,,,,BASEMENT,RLL,884,Long Duration,BASE
S,IND6,,,,,BASEMENT,RLL,884,Long Duration,BASE
W,IND6,,,,,BASEMENT,RLL,884,Long Duration,BASE
C,IND6,,,,,BASEMENT,RHL,884,Long Duration,BASE
M,IND6,,,,,BASEMENT,RHL,884,Long Duration,BASE
S,IND6,,,,,BASEMENT,RHL,884,Long Duration,BASE
W,IND6,,,,,BASEMENT,RHL,884,Long Duration,BASE
C,IND6,,,,,SHALLOW,RLL,884,Long Duration,NOBASE
M,IND6,,,,,SHALLOW,RLL,884,Long Duration,NOBASE
S,IND6,,,,,SHALLOW,RLL,884,Long Duration,NOBASE
W,IND6,,,,,SHALLOW,RLL,884,Long Duration,NOBASE
C,IND6,,,,,SHALLOW,RHL,884,Long Duration,NOBASE
M,IND6,,,,,SHALLOW,RHL,884,Long Duration,NOBASE
S,IND6,,,,,SHALLOW,RHL,884,Long Duration,NOBASE
W,IND6,,,,,SHALLOW,RHL,884,Long Duration,NOBASE
C,IND6,,,,,SLAB,RLL,884,Long Duration,NOBASE
M,IND6,,,,,SLAB,RLL,884,Long Duration,NOBASE
S,IND6,,,,,SLAB,RLL,884,Long Duration,NOBASE
W,IND6,,,,,SLAB,RLL,884,Long Duration,NOBASE
C,IND6,,,,,SLAB,RHL,884,Long Duration,NOBASE
M,IND6,,,,,SLAB,RHL,884,Long Duration,NOBASE
S,IND6,,,,,SLAB,RHL,884,Long Duration,NOBASE
W,IND6,,,,,SLAB,RHL,884,Long Duration,NOBASE
C,IND6,,,,,PILE,RLL,884,Long Duration,NOBASE
M,IND6,,,,,PILE,RLL,884,Long Duration,NOBASE
S,IND6,,,,,PILE,RLL,884,Long Duration,NOBASE
W,IND6,,,,,PILE,RLL,884,Long Duration,NOBASE
C,IND6,,,,,PILE,RHL,884,Long Duration,NOBASE
M,IND6,,,,,PILE,RHL,884,Long Duration,NOBASE
S,IND6,,,,,PILE,RHL,884,Long Duration,NOBASE
W,IND6,,,,,PILE,RHL,884,Long Duration,NOBASE
C,IND6,,,,,BASEMENT,RLS,883,Short Duration,BASE
M,IND6,,,,,BASEMENT,RLS,883,Short Duration,BASE
S,IND6,,,,,BASEMENT,RLS,883,Short Duration,BASE
W,IND6,,,,,BASEMENT,RLS,883,Short Duration,BASE
C,IND6,,,,,BASEMENT,RHS,883,Short Duration,BASE
M,IND6,,,,,BASEMENT,RHS,883,Short Duration,BASE
S,IND6,,,,,BASEMENT,RHS,883,Short Duration,BASE
W,IND6,,,,,BASEMENT,RHS,883,Short Duration,BASE
C,IND6,,,,,SHALLOW,RLS,883,Short Duration,NOBASE
M,IND6,,,,,SHALLOW,RLS,883,Short Duration,NOBASE
S,IND6,,,,,SHALLOW,RLS,883,Short Duration,NOBASE
W,IND6,,,,,SHALLOW,RLS,883,Short Duration,NOBASE
C,IND6,,,,,SHALLOW,RHS,883,Short Duration,NOBASE
M,IND6,,,,,SHALLOW,RHS,883,Short Duration,NOBASE
S,IND6,,,,,SHALLOW,RHS,883,Short Duration,NOBASE
W,IND6,,,,,SHALLOW,RHS,883,Short Duration,NOBASE
C,IND6,,,,,SLAB,RLS,883,Short Duration,NOBASE
M,IND6,,,,,SLAB,RLS,883,Short Duration,NOBASE
S,IND6,,,,,SLAB,RLS,883,Short Duration,NOBASE
W,IND6,,,,,SLAB,RLS,883,Short Duration,NOBASE
C,IND6,,,,,SLAB,RHS,883,Short Duration,NOBASE
M,IND6,,,,,SLAB,RHS,883,Short Duration,NOBASE
S,IND6,,,,,SLAB,RHS,883,Short Duration,NOBASE
W,IND6,,,,,SLAB,RHS,883,Short Duration,NOBASE
C,IND6,,,,,PILE,RLS,883,Short Duration,NOBASE
M,IND6,,,,,PILE,RLS,883,Short Duration,NOBASE
S,IND6,,,,,PILE,RLS,883,Short Duration,NOBASE
W,IND6,,,,,PILE,RLS,883,Short Duration,NOBASE
C,IND6,,,,,PILE,RHS,883,Short Duration,NOBASE
M,IND6,,,,,PILE,RHS,883,Short Duration,NOBASE
S,IND6,,,,,PILE,RHS,883,Short Duration,NOBASE
W,IND6,,,,,PILE,RHS,883,Short Duration,NOBASE
C,REL1,,,,,BASEMENT,RLL,890,Long Duration,BASE
M,REL1,,,,,BASEMENT,RLL,890,Long Duration,BASE
S,REL1,,,,,BASEMENT,RLL,890,Long Duration,BASE
W,REL1,,,,,BASEMENT,RLL,890,Long Duration,BASE
C,REL1,,,,,BASEMENT,RHL,890,Long Duration,BASE
M,REL1,,,,,BASEMENT,RHL,890,Long Duration,BASE
S,REL1,,,,,BASEMENT,RHL,890,Long Duration,BASE
W,REL1,,,,,BASEMENT,RHL,890,Long Duration,BASE
C,REL1,,,,,SHALLOW,RLL,890,Long Duration,NOBASE
M,REL1,,,,,SHALLOW,RLL,890,Long Duration,NOBASE
S,REL1,,,,,SHALLOW,RLL,890,Long Duration,NOBASE
W,REL1,,,,,SHALLOW,RLL,890,Long Duration,NOBASE
C,REL1,,,,,SHALLOW,RHL,890,Long Duration,NOBASE
M,REL1,,,,,SHALLOW,RHL,890,Long Duration,NOBASE
S,REL1,,,,,SHALLOW,RHL,890,Long Duration,NOBASE
W,REL1,,,,,SHALLOW,RHL,890,Long Duration,NOBASE
C,REL1,,,,,SLAB,RLL,890,Long Duration,NOBASE
M,REL1,,,,,SLAB,RLL,890,Long Duration,NOBASE
S,REL1,,,,,SLAB,RLL,890,Long Duration,NOBASE
W,REL1,,,,,SLAB,RLL,890,Long Duration,NOBASE
C,REL1,,,,,SLAB,RHL,890,Long Duration,NOBASE
M,REL1,,,,,SLAB,RHL,890,Long Duration,NOBASE
S,REL1,,,,,SLAB,RHL,890,Long Duration,NOBASE
W,REL1,,,,,SLAB,RHL,890,Long Duration,NOBASE
C,REL1,,,,,PILE,RLL,890,Long Duration,NOBASE
M,REL1,,,,,PILE,RLL,890,Long Duration,NOBASE
S,REL1,,,,,PILE,RLL,890,Long Duration,NOBASE
W,REL1,,,,,PILE,RLL,890,Long Duration,NOBASE
C,REL1,,,,,PILE,RHL,890,Long Duration,NOBASE
M,REL1,,,,,PILE,RHL,890,Long Duration,NOBASE
S,REL1,,,,,PILE,RHL,890,Long Duration,NOBASE
W,REL1,,,,,PILE,RHL,890,Long Duration,NOBASE
C,REL1,,,,,BASEMENT,RLS,889,Short Duration,BASE
M,REL1,,,,,BASEMENT,RLS,889,Short Duration,BASE
S,REL1,,,,,BASEMENT,RLS,889,Short Duration,BASE
W,REL1,,,,,BASEMENT,RLS,889,Short Duration,BASE
C,REL1,,,,,BASEMENT,RHS,889,Short Duration,BASE
M,REL1,,,,,BASEMENT,RHS,889,Short Duration,BASE
S,REL1,,,,,BASEMENT,RHS,889,Short Duration,BASE
W,REL1,,,,,BASEMENT,RHS,889,Short Duration,BASE
C,REL1,,,,,SHALLOW,RLS,889,Short Duration,NOBASE
M,REL1,,,,,SHALLOW,RLS,889,Short Duration,NOBASE
S,REL1,,,,,SHALLOW,RLS,889,Short Duration,NOBASE
W,REL1,,,,,SHALLOW,RLS,889,Short Duration,NOBASE
C,REL1,,,,,SHALLOW,RHS,889,Short Duration,NOBASE
M,REL1,,,,,SHALLOW,RHS,889,Short Duration,NOBASE
S,REL1,,,,,SHALLOW,RHS,889,Short Duration,NOBASE
W,REL1,,,,,SHALLOW,RHS,889,Short Duration,NOBASE
C,REL1,,,,,SLAB,RLS,889,Short Duration,NOBASE
M,REL1,,,,,SLAB,RLS,889,Short Duration,NOBASE
S,REL1,,,,,SLAB,RLS,889,Short Duration,NOBASE
W,REL1,,,,,SLAB,RLS,889,Short Duration,NOBASE
C,REL1,,,,,SLAB,RHS,889,Short Duration,NOBASE
M,REL1,,,,,SLAB,RHS,889,Short Duration,NOBASE
S,REL1,,,,,SLAB,RHS,889,Short Duration,NOBASE
W,REL1,,,,,SLAB,RHS,889,Short Duration,NOBASE
C,REL1,,,,,PILE,RLS,889,Short Duration,NOBASE
M,REL1,,,,,PILE,RLS,889,Short Duration,NOBASE
S,REL1,,,,,PILE,RLS,889,Short Duration,NOBASE
W,REL1,,,,,PILE,RLS,889,Short Duration,NOBASE
C,REL1,,,,,PILE,RHS,889,Short Duration,NOBASE
M,REL1,,,,,PILE,RHS,889,Short Duration,NOBASE
S,REL1,,,,,PILE,RHS,889,Short Duration,NOBASE
W,REL1,,,,,PILE,RHS,889,Short Duration,NOBASE
C,RES1,1.0,999.0,,,BASEMENT,RLL,418,Long Duration,BASE
M,RES1,1.0,999.0,,,BASEMENT,RLL,418,Long Duration,BASE
S,RES1,1.0,999.0,,,BASEMENT,RLL,418,Long Duration,BASE
W,RES1,1.0,999.0,,,BASEMENT,RLL,418,Long Duration,BASE
C,RES1,1.0,999.0,,,BASEMENT,RHL,418,Long Duration,BASE
M,RES1,1.0,999.0,,,BASEMENT,RHL,418,Long Duration,BASE
S,RES1,1.0,999.0,,,BASEMENT,RHL,418,Long Duration,BASE
W,RES1,1.0,999.0,,,BASEMENT,RHL,418,Long Duration,BASE
C,RES1,2.0,999.0,,,BASEMENT,RLL,419,Long Duration,BASE
M,RES1,2.0,999.0,,,BASEMENT,RLL,419,Long Duration,BASE
S,RES1,2.0,999.0,,,BASEMENT,RLL,419,Long Duration,BASE
W,RES1,2.0,999.0,,,BASEMENT,RLL,419,Long Duration,BASE
C,RES1,2.0,999.0,,,BASEMENT,RHL,419,Long Duration,BASE
M,RES1,2.0,999.0,,,BASEMENT,RHL,419,Long Duration,BASE
S,RES1,2.0,999.0,,,BASEMENT,RHL,419,Long Duration,BASE
W,RES1,2.0,999.0,,,BASEMENT,RHL,419,Long Duration,BASE
C,RES1,1.0,999.0,,,SHALLOW,RLL,1375,Long Duration,NOBASE
M,RES1,1.0,999.0,,,SHALLOW,RLL,1375,Long Duration,NOBASE
S,RES1,1.0,999.0,,,SHALLOW,RLL,1375,Long Duration,NOBASE
W,RES1,1.0,999.0,,,SHALLOW,RLL,1375,Long Duration,NOBASE
C,RES1,1.0,999.0,,,SHALLOW,RHL,1375,Long Duration,NOBASE
M,RES1,1.0,999.0,,,SHALLOW,RHL,1375,Long Duration,NOBASE
S,RES1,1.0,999.0,,,SHALLOW,RHL,1375,Long Duration,NOBASE
W,RES1,1.0,999.0,,,SHALLOW,RHL,1375,Long Duration,NOBASE
C,RES1,1.0,999.0,,,SLAB,RLL,1375,Long Duration,NOBASE
M,RES1,1.0,999.0,,,SLAB,RLL,1375,Long Duration,NOBASE
S,RES1,1.0,999.0,,,SLAB,RLL,1375,Long Duration,NOBASE
W,RES1,1.0,999.0,,,SLAB,RLL,1375,Long Duration,NOBASE
C,RES1,1.0,999.0,,,SLAB,RHL,1375,Long Duration,NOBASE
M,RES1,1.0,999.0,,,SLAB,RHL,1375,Long Duration,NOBASE
S,RES1,1.0,999.0,,,SLAB,RHL,1375,Long Duration,NOBASE
W,RES1,1.0,999.0,,,SLAB,RHL,1375,Long Duration,NOBASE
C,RES1,1.0,999.0,,,PILE,RLL,1375,Long Duration,NOBASE
M,RES1,1.0,999.0,,,PILE,RLL,1375,Long Duration,NOBASE
S,RES1,1.0,999.0,,,PILE,RLL,1375,Long Duration,NOBASE
W,RES1,1.0,999.0,,,PILE,RLL,1375,Long Duration,NOBASE
C,RES1,1.0,999.0,,,PILE,RHL,1375,Long Duration,NOBASE
M,RES1,1.0,999.0,,,PILE,RHL,1375,Long Duration,NOBASE
S,RES1,1.0,999.0,,,PILE,RHL,1375,Long Duration,NOBASE
W,RES1,1.0,999.0,,,PILE,RHL,1375,Long Duration,NOBASE
C,RES1,2.0,999.0,,,SHALLOW,RLL,1379,Long Duration,NOBASE
M,RES1,2.0,999.0,,,SHALLOW,RLL,1379,Long Duration,NOBASE
S,RES1,2.0,999.0,,,SHALLOW,RLL,1379,Long Duration,NOBASE
W,RES1,2.0,999.0,,,SHALLOW,RLL,1379,Long Duration,NOBASE
C,RES1,2.0,999.0,,,SHALLOW,RHL,1379,Long Duration,NOBASE
M,RES1,2.0,999.0,,,SHALLOW,RHL,1379,Long Duration,NOBASE
S,RES1,2.0,999.0,,,SHALLOW,RHL,1379,Long Duration,NOBASE
W,RES1,2.0,999.0,,,SHALLOW,RHL,1379,Long Duration,NOBASE
C,RES1,2.0,999.0,,,SLAB,RLL,1379,Long Duration,NOBASE
M,RES1,2.0,999.0,,,SLAB,RLL,1379,Long Duration,NOBASE
S,RES1,2.0,999.0,,,SLAB,RLL,1379,Long Duration,NOBASE
W,RES1,2.0,999.0,,,SLAB,RLL,1379,Long Duration,NOBASE
C,RES1,2.0,999.0,,,SLAB,RHL,1379,Long Duration,NOBASE
M,RES1,2.0,999.0,,,SLAB,RHL,1379,Long Duration,NOBASE
S,RES1,2.0,999.0,,,SLAB,RHL,1379,Long Duration,NOBASE
W,RES1,2.0,999.0,,,SLAB,RHL,1379,Long Duration,NOBASE
C,RES1,2.0,999.0,,,PILE,RLL,1379,Long Duration,NOBASE
M,RES1,2.0,999.0,,,PILE,RLL,1379,Long Duration,NOBASE
S,RES1,2.0,999.0,,,PILE,RLL,1379,Long Duration,NOBASE
W,RES1,2.0,999.0,,,PILE,RLL,1379,Long Duration,NOBASE
C,RES1,2.0,999.0,,,PILE,RHL,1379,Long Duration,NOBASE
M,RES1,2.0,999.0,,,PILE,RHL,1379,Long Duration,NOBASE
S,RES1,2.0,999.0,,,PILE,RHL,1379,Long Duration,NOBASE
W,RES1,2.0,999.0,,,PILE,RHL,1379,Long Duration,NOBASE
C,RES1,1.0,999.0,,,BASEMENT,RLS,418,Short Duration,BASE
M,RES1,1.0,999.0,,,BASEMENT,RLS,418,Short Duration,BASE
S,RES1,1.0,999.0,,,BASEMENT,RLS,418,Short Duration,BASE
W,RES1,1.0,999.0,,,BASEMENT,RLS,418,Short Duration,BASE
C,RES1,1.0,999.0,,,BASEMENT,RHS,418,Short Duration,BASE
M,RES1,1.0,999.0,,,BASEMENT,RHS,418,Short Duration,BASE
S,RES1,1.0,999.0,,,BASEMENT,RHS,418,Short Duration,BASE
W,RES1,1.0,999.0,,,BASEMENT,RHS,418,Short Duration,BASE
C,RES1,2.0,999.0,,,BASEMENT,RLS,419,Short Duration,BASE
M,RES1,2.0,999.0,,,BASEMENT,RLS,419,Short Duration,BASE
S,RES1,2.0,999.0,,,BASEMENT,RLS,419,Short Duration,BASE
W,RES1,2.0,999.0,,,BASEMENT,RLS,419,Short Duration,BASE
C,RES1,2.0,999.0,,,BASEMENT,RHS,419,Short Duration,BASE
M,RES1,2.0,999.0,,,BASEMENT,RHS,419,Short Duration,BASE
S,RES1,2.0,999.0,,,BASEMENT,RHS,419,Short Duration,BASE
W,RES1,2.0,999.0,,,BASEMENT,RHS,419,Short Duration,BASE
C,RES1,1.0,999.0,,,SHALLOW,RLS,1373,Short Duration,NOBASE
M,RES1,1.0,999.0,,,SHALLOW,RLS,1373,Short Duration,NOBASE
S,RES1,1.0,999.0,,,SHALLOW,RLS,1373,Short Duration,NOBASE
W,RES1,1.0,999.0,,,SHALLOW,RLS,1373,Short Duration,NOBASE
C,RES1,1.0,999.0,,,SHALLOW,RHS,1373,Short Duration,NOBASE
M,RES1,1.0,999.0,,,SHALLOW,RHS,1373,Short Duration,NOBASE
S,RES1,1.0,999.0,,,SHALLOW,RHS,1373,Short Duration,NOBASE
W,RES1,1.0,999.0,,,SHALLOW,RHS,1373,Short Duration,NOBASE
C,RES1,1.0,999.0,,,SLAB,RLS,1373,Short Duration,NOBASE
M,RES1,1.0,999.0,,,SLAB,RLS,1373,Short Duration,NOBASE
S,RES1,1.0,999.0,,,SLAB,RLS,1373,Short Duration,NOBASE
W,RES1,1.0,999.0,,,SLAB,RLS,1373,Short Duration,NOBASE
C,RES1,1.0,999.0,,,SLAB,RHS,1373,Short Duration,NOBASE
M,RES1,1.0,999.0,,,SLAB,RHS,1373,Short Duration,NOBASE
S,RES1,1.0,999.0,,,SLAB,RHS,1373,Short Duration,NOBASE
W,RES1,1.0,999.0,,,SLAB,RHS,1373,Short Duration,NOBASE
C,RES1,1.0,999.0,,,PILE,RLS,1373,Short Duration,NOBASE
M,RES1,1.0,999.0,,,PILE,RLS,1373,Short Duration,NOBASE
S,RES1,1.0,999.0,,,PILE,RLS,1373,Short Duration,NOBASE
W,RES1,1.0,999.0,,,PILE,RLS,1373,Short Duration,NOBASE
C,RES1,1.0,999.0,,,PILE,RHS,1373,Short Duration,NOBASE
M,RES1,1.0,999.0,,,PILE,RHS,1373,Short Duration,NOBASE
S,RES1,1.0,999.0,,,PILE,RHS,1373,Short Duration,NOBASE
W,RES1,1.0,999.0,,,PILE,RHS,1373,Short Duration,NOBASE
C,RES1,2.0,999.0,,,SHALLOW,RLS,1377,Short Duration,NOBASE
M,RES1,2.0,999.0,,,SHALLOW,RLS,1377,Short Duration,NOBASE
S,RES1,2.0,999.0,,,SHALLOW,RLS,1377,Short Duration,NOBASE
W,RES1,2.0,999.0,,,SHALLOW,RLS,1377,Short Duration,NOBASE
C,RES1,2.0,999.0,,,SHALLOW,RHS,1377,Short Duration,NOBASE
M,RES1,2.0,999.0,,,SHALLOW,RHS,1377,Short Duration,NOBASE
S,RES1,2.0,999.0,,,SHALLOW,RHS,1377,Short Duration,NOBASE
W,RES1,2.0,999.0,,,SHALLOW,RHS,1377,Short Duration,NOBASE
C,RES1,2.0,999.0,,,SLAB,RLS,1377,Short Duration,NOBASE
M,RES1,2.0,999.0,,,SLAB,RLS,1377,Short Duration,NOBASE
S,RES1,2.0,999.0,,,SLAB,RLS,1377,Short Duration,NOBASE
W,RES1,2.0,999.0,,,SLAB,RLS,1377,Short Duration,NOBASE
C,RES1,2.0,999.0,,,SLAB,RHS,1377,Short Duration,NOBASE
M,RES1,2.0,999.0,,,SLAB,RHS,1377,Short Duration,NOBASE
S,RES1,2.0,999.0,,,SLAB,RHS,1377,Short Duration,NOBASE
W,RES1,2.0,999.0,,,SLAB,RHS,1377,Short Duration,NOBASE
C,RES1,2.0,999.0,,,PILE,RLS,1377,Short Duration,NOBASE
M,RES1,2.0,999.0,,,PILE,RLS,1377,Short Duration,NOBASE
S,RES1,2.0,999.0,,,PILE,RLS,1377,Short Duration,NOBASE
W,RES1,2.0,999.0,,,PILE,RLS,1377,Short Duration,NOBASE
C,RES1,2.0,999.0,,,PILE,RHS,1377,Short Duration,NOBASE
M,RES1,2.0,999.0,,,PILE,RHS,1377,Short Duration,NOBASE
S,RES1,2.0,999.0,,,PILE,RHS,1377,Short Duration,NOBASE
W,RES1,2.0,999.0,,,PILE,RHS,1377,Short Duration,NOBASE
H,RES2,,,,,BASEMENT,RLL,1364,Long Duration,BASE
MH,RES2,,,,,BASEMENT,RLL,1364,Long Duration,BASE
H,RES2,,,,,BASEMENT,RHL,1364,Long Duration,BASE
MH,RES2,,,,,BASEMENT,RHL,1364,Long Duration,BASE
H,RES2,,,,,SHALLOW,RLL,1365,Long Duration,NOBASE
MH,RES2,,,,,SHALLOW,RLL,1365,Long Duration,NOBASE
H,RES2,,,,,SHALLOW,RHL,1365,Long Duration,NOBASE
MH,RES2,,,,,SHALLOW,RHL,1365,Long Duration,NOBASE
H,RES2,,,,,SLAB,RLL,1365,Long Duration,NOBASE
MH,RES2,,,,,SLAB,RLL,1365,Long Duration,NOBASE
H,RES2,,,,,SLAB,RHL,1365,Long Duration,NOBASE
MH,RES2,,,,,SLAB,RHL,1365,Long Duration,NOBASE
H,RES2,,,,,PILE,RLL,1365,Long Duration,NOBASE
MH,RES2,,,,,PILE,RLL,1365,Long Duration,NOBASE
H,RES2,,,,,PILE,RHL,1365,Long Duration,NOBASE
MH,RES2,,,,,PILE,RHL,1365,Long Duration,NOBASE
H,RES2,,,,,BASEMENT,RLS,1363,Short Duration,BASE
MH,RES2,,,,,BASEMENT,RLS,1363,Short Duration,BASE
H,RES2,,,,,BASEMENT,RHS,1363,Short Duration,BASE
MH,RES2,,,,,BASEMENT,RHS,1363,Short Duration,BASE
H,RES2,,,,,SHALLOW,RLS,1363,Short Duration,NOBASE
MH,RES2,,,,,SHALLOW,RLS,1363,Short Duration,NOBASE
H,RES2,,,,,SHALLOW,RHS,1363,Short Duration,NOBASE
MH,RES2,,,,,SHALLOW,RHS,1363,Short Duration,NOBASE
H,RES2,,,,,SLAB,RLS,1363,Short Duration,NOBASE
MH,RES2,,,,,SLAB,RLS,1363,Short Duration,NOBASE
H,RES2,,,,,SLAB,RHS,1363,Short Duration,NOBASE
MH,RES2,,,,,SLAB,RHS,1363,Short Duration,NOBASE
H,RES2,,,,,PILE,RLS,1363,Short Duration,NOBASE
MH,RES2,,,,,PILE,RLS,1363,Short Duration,NOBASE
H,RES2,,,,,PILE,RHS,1363,Short Duration,NOBASE
MH,RES2,,,,,PILE,RHS,1363,Short Duration,NOBASE
C,RES3A,1.0,3.0,,,BASEMENT,RLL,35,Long Duration,BASE
M,RES3A,1.0,3.0,,,BASEMENT,RLL,35,Long Duration,BASE
S,RES3A,1.0,3.0,,,BASEMENT,RLL,35,Long Duration,BASE
W,RES3A,1.0,3.0,,,BASEMENT,RLL,35,Long Duration,BASE
C,RES3A,1.0,3.0,,,BASEMENT,RHL,35,Long Duration,BASE
M,RES3A,1.0,3.0,,,BASEMENT,RHL,35,Long Duration,BASE
S,RES3A,1.0,3.0,,,BASEMENT,RHL,35,Long Duration,BASE
W,RES3A,1.0,3.0,,,BASEMENT,RHL,35,Long Duration,BASE
C,RES3A,4.0,999.0,,,BASEMENT,RLL,35,Long Duration,BASE
M,RES3A,4.0,999.0,,,BASEMENT,RLL,35,Long Duration,BASE
S,RES3A,4.0,999.0,,,BASEMENT,RLL,35,Long Duration,BASE
W,RES3A,4.0,999.0,,,BASEMENT,RLL,35,Long Duration,BASE
C,RES3A,4.0,999.0,,,BASEMENT,RHL,35,Long Duration,BASE
M,RES3A,4.0,999.0,,,BASEMENT,RHL,35,Long Duration,BASE
S,RES3A,4.0,999.0,,,BASEMENT,RHL,35,Long Duration,BASE
W,RES3A,4.0,999.0,,,BASEMENT,RHL,35,Long Duration,BASE
C,RES3A,1.0,3.0,,,SHALLOW,RLL,1383,Long Duration,NOBASE
M,RES3A,1.0,3.0,,,SHALLOW,RLL,1383,Long Duration,NOBASE
S,RES3A,1.0,3.0,,,SHALLOW,RLL,1383,Long Duration,NOBASE
W,RES3A,1.0,3.0,,,SHALLOW,RLL,1383,Long Duration,NOBASE
C,RES3A,1.0,3.0,,,SHALLOW,RHL,1383,Long Duration,NOBASE
M,RES3A,1.0,3.0,,,SHALLOW,RHL,1383,Long Duration,NOBASE
S,RES3A,1.0,3.0,,,SHALLOW,RHL,1383,Long Duration,NOBASE
W,RES3A,1.0,3.0,,,SHALLOW,RHL,1383,Long Duration,NOBASE
C,RES3A,1.0,3.0,,,SLAB,RLL,1383,Long Duration,NOBASE
M,RES3A,1.0,3.0,,,SLAB,RLL,1383,Long Duration,NOBASE
S,RES3A,1.0,3.0,,,SLAB,RLL,1383,Long Duration,NOBASE
W,RES3A,1.0,3.0,,,SLAB,RLL,1383,Long Duration,NOBASE
C,RES3A,1.0,3.0,,,SLAB,RHL,1383,Long Duration,NOBASE
M,RES3A,1.0,3.0,,,SLAB,RHL,1383,Long Duration,NOBASE
S,RES3A,1.0,3.0,,,SLAB,RHL,1383,Long Duration,NOBASE
W,RES3A,1.0,3.0,,,SLAB,RHL,1383,Long Duration,NOBASE
C,RES3A,1.0,3.0,,,PILE,RLL,1383,Long Duration,NOBASE
M,RES3A,1.0,3.0,,,PILE,RLL,1383,Long Duration,NOBASE
S,RES3A,1.0,3.0,,,PILE,RLL,1383,Long Duration,NOBASE
W,RES3A,1.0,3.0,,,PILE,RLL,1383,Long Duration,NOBASE
C,RES3A,1.0,3.0,,,PILE,RHL,1383,Long Duration,NOBASE
M,RES3A,1.0,3.0,,,PILE,RHL,1383,Long Duration,NOBASE
S,RES3A,1.0,3.0,,,PILE,RHL,1383,Long Duration,NOBASE
W,RES3A,1.0,3.0,,,PILE,RHL,1383,Long Duration,NOBASE
C,RES3A,4.0,999.0,,,SHALLOW,RLL,1383,Long Duration,NOBASE
M,RES3A,4.0,999.0,,,SHALLOW,RLL,1383,Long Duration,NOBASE
S,RES3A,4.0,999.0,,,SHALLOW,RLL,1383,Long Duration,NOBASE
W,RES3A,4.0,999.0,,,SHALLOW,RLL,1383,Long Duration,NOBASE
C,RES3A,4.0,999.0,,,SHALLOW,RHL,1383,Long Duration,NOBASE
M,RES3A,4.0,999.0,,,SHALLOW,RHL,1383,Long Duration,NOBASE
S,RES3A,4.0,999.0,,,SHALLOW,RHL,1383,Long Duration,NOBASE
W,RES3A,4.0,999.0,,,SHALLOW,RHL,1383,Long Duration,NOBASE
C,RES3A,4.0,999.0,,,SLAB,RLL,1383,Long Duration,NOBASE
M,RES3A,4.0,999.0,,,SLAB,RLL,1383,Long Duration,NOBASE
S,RES3A,4.0,999.0,,,SLAB,RLL,1383,Long Duration,NOBASE
W,RES3A,4.0,999.0,,,SLAB,RLL,1383,Long Duration,NOBASE
C,RES3A,4.0,999.0,,,SLAB,RHL,1383,Long Duration,NOBASE
M,RES3A,4.0,999.0,,,SLAB,RHL,1383,Long Duration,NOBASE
S,RES3A,4.0,999.0,,,SLAB,RHL,1383,Long Duration,NOBASE
W,RES3A,4.0,999.0,,,SLAB,RHL,1383,Long Duration,NOBASE
C,RES3A,4.0,999.0,,,PILE,RLL,1383,Long Duration,NOBASE
M,RES3A,4.0,999.0,,,PILE,RLL,1383,Long Duration,NOBASE
S,RES3A,4.0,999.0,,,PILE,RLL,1383,Long Duration,NOBASE
W,RES3A,4.0,999.0,,,PILE,RLL,1383,Long Duration,NOBASE
C,RES3A,4.0,999.0,,,PILE,RHL,1383,Long Duration,NOBASE
M,RES3A,4.0,999.0,,,PILE,RHL,1383,Long Duration,NOBASE
S,RES3A,4.0,999.0,,,PILE,RHL,1383,Long Duration,NOBASE
W,RES3A,4.0,999.0,,,PILE,RHL,1383,Long Duration,NOBASE
C,RES3A,1.0,3.0,,,BASEMENT,RLS,35,Short Duration,BASE
M,RES3A,1.0,3.0,,,BASEMENT,RLS,35,Short Duration,BASE
S,RES3A,1.0,3.0,,,BASEMENT,RLS,35,Short Duration,BASE
W,RES3A,1.0,3.0,,,BASEMENT,RLS,35,Short Duration,BASE
C,RES3A,1.0,3.0,,,BASEMENT,RHS,35,Short Duration,BASE
