ddf_id,comment,depth_m12_0,depth_m11_0,depth_m10_0,depth_m9_0,depth_m8_0,depth_m7_0,depth_m6_0,depth_m5_0,depth_m4_0,depth_m3_0,depth_m2_0,depth_m1_5,depth_m1_0,depth_m0_5,depth_0_0,depth_0_5,depth_1_0,depth_1_5,depth_2_0,depth_3_0,depth_4_0,depth_5_0,depth_6_0,depth_7_0,depth_8_0,depth_9_0,depth_10_0,depth_11_0,depth_12_0,depth_13_0,depth_14_0,depth_15_0,depth_16_0,depth_17_0,depth_18_0,depth_19_0,depth_20_0,depth_21_0,depth_22_0,depth_23_0,depth_24_0
103,,,,,,,,,,0.0,0.0,0.0,,0.0,,2.0,,11.0,,16.0,22.0,28.0,35.0,38.0,41.0,44.0,47.0,50.0,54.0,57.0,59.0,62.0,66.0,68.0,70.0,72.0,74.0,76.0,77.0,78.0,79.0,80.0
104,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,17.0,,17.0,20.0,23.0,27.0,28.0,30.0,32.0,34.0,40.0,40.0,40.0,40.0,43.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0
105,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,10.0,,19.0,26.0,32.0,40.0,48.0,56.0,64.0,71.0,78.0,85.0,91.0,97.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
106,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,4.0,,5.0,7.0,10.0,13.0,16.0,22.0,26.0,31.0,37.0,43.0,49.0,55.0,60.0,65.0,70.0,75.0,79.0,83.0,87.0,91.0,95.0,99.0,100.0
107,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,1.0,,2.0,3.0,5.0,8.0,11.0,13.0,16.0,18.0,21.0,25.0,29.0,34.0,38.0,44.0,49.0,54.0,59.0,65.0,70.0,75.0,80.0,85.0,90.0
108,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,5.0,,15.0,30.0,60.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
109,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,25.0,,30.0,35.0,40.0,42.0,44.0,46.0,48.0,50.0,50.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
110,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,12.0,,14.0,17.0,19.0,23.0,27.0,31.0,35.0,40.0,45.0,50.0,55.0,59.0,63.0,67.0,71.0,74.0,77.0,80.0,83.0,86.0,89.0,92.0,95.0
111,,,,,,,,,,0.0,0.0,0.0,,0.0,,20.0,,40.0,,60.0,80.0,85.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
112,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,2.0,,4.0,4.0,4.0,5.0,6.0,8.0,12.0,16.0,21.0,27.0,34.0,42.0,50.0,59.0,68.0,77.0,87.0,97.0,100.0,100.0,100.0,100.0,100.0
113,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,9.0,,11.0,12.0,16.0,20.0,24.0,28.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
114,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,10.0,14.0,18.0,22.0,26.0,30.0,34.0,36.0,38.0,40.0,40.0,45.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
115,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,11.0,,11.0,12.0,13.0,15.0,17.0,19.0,22.0,24.0,28.0,31.0,34.0,37.0,40.0,44.0,48.0,51.0,55.0,59.0,63.0,67.0,71.0,75.0,79.0
116,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,20.0,25.0,30.0,35.0,40.0,43.0,47.0,50.0,53.0,55.0,57.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
117,,,,,,,,,,0.0,0.0,0.0,,0.0,,2.0,,11.0,,12.0,13.0,14.0,16.0,17.0,18.0,20.0,22.0,24.0,27.0,30.0,34.0,37.0,41.0,44.0,48.0,51.0,54.0,56.0,59.0,61.0,64.0,66.0
118,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,1.0,,3.0,4.0,6.0,9.0,11.0,14.0,17.0,20.0,24.0,29.0,35.0,42.0,50.0,57.0,63.0,68.0,73.0,77.0,80.0,83.0,85.0,87.0,88.0
119,,,,,,,,,,0.0,0.0,0.0,,0.0,,7.0,,35.0,,35.0,35.0,35.0,35.0,35.0,36.0,37.0,38.0,39.0,41.0,42.0,44.0,45.0,47.0,49.0,51.0,53.0,55.0,57.0,59.0,61.0,63.0,65.0
120,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,1.0,,2.0,2.0,3.0,4.0,6.0,8.0,11.0,14.0,17.0,21.0,25.0,29.0,33.0,38.0,42.0,47.0,51.0,56.0,60.0,65.0,69.0,74.0,78.0
121,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,5.0,,7.0,12.0,13.0,14.0,15.0,15.0,15.0,15.0,15.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0
122,,,,,,,,,,0.0,0.0,0.0,,0.0,,1.0,,9.0,,11.0,12.0,14.0,16.0,18.0,20.0,22.0,26.0,29.0,33.0,37.0,41.0,45.0,50.0,53.0,57.0,60.0,63.0,66.0,69.0,73.0,76.0,78.0
123,,,,,,,,,,0.0,0.0,0.0,,0.0,,10.0,,20.0,,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
124,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,4.0,,7.0,11.0,15.0,19.0,23.0,27.0,31.0,35.0,39.0,44.0,49.0,53.0,53.0,61.0,65.0,69.0,73.0,77.0,81.0,85.0,89.0,93.0,97.0
125,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,7.0,,8.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,18.0,21.0,24.0,28.0,33.0,38.0,44.0,50.0,57.0,64.0,71.0,78.0,85.0,92.0
126,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,1.0,,4.0,6.0,8.0,9.0,11.0,14.0,17.0,21.0,26.0,31.0,37.0,43.0,50.0,57.0,63.0,68.0,73.0,77.0,81.0,85.0,89.0,93.0,97.0
127,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,18.0,,20.0,20.0,20.0,20.0,20.0,22.0,27.0,33.0,39.0,44.0,49.0,53.0,58.0,62.0,66.0,69.0,73.0,77.0,81.0,85.0,89.0,93.0,97.0
128,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,7.0,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
129,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,5.0,,8.0,8.0,9.0,9.0,9.0,10.0,12.0,14.0,17.0,21.0,26.0,32.0,40.0,50.0,58.0,64.0,70.0,75.0,80.0,84.0,88.0,92.0,96.0
130,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,2.0,5.0,10.0,10.0,15.0,15.0,20.0,20.0,25.0,25.0,35.0,35.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
131,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,15.0,,18.0,20.0,22.0,24.0,27.0,31.0,34.0,38.0,42.0,46.0,50.0,54.0,58.0,62.0,66.0,70.0,73.0,77.0,81.0,85.0,89.0,93.0,97.0
132,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,12.0,,14.0,17.0,19.0,23.0,27.0,31.0,35.0,40.0,45.0,50.0,55.0,59.0,63.0,67.0,71.0,74.0,77.0,80.0,83.0,86.0,89.0,92.0,95.0
133,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,15.0,,18.0,20.0,23.0,25.0,27.0,28.0,30.0,33.0,37.0,43.0,50.0,58.0,64.0,68.0,72.0,76.0,80.0,84.0,88.0,92.0,96.0,100.0,100.0
134,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,2.0,,4.0,7.0,10.0,14.0,18.0,23.0,28.0,33.0,39.0,44.0,50.0,56.0,61.0,66.0,70.0,73.0,77.0,80.0,84.0,87.0,91.0,94.0,98.0
135,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,2.0,,4.0,5.0,5.0,5.0,6.0,8.0,10.0,12.0,15.0,20.0,24.0,29.0,35.0,42.0,49.0,56.0,62.0,68.0,74.0,80.0,86.0,92.0,98.0
136,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,1.0,,5.0,5.0,5.0,5.0,6.0,8.0,9.0,11.0,14.0,18.0,22.0,28.0,34.0,42.0,50.0,58.0,64.0,70.0,76.0,82.0,88.0,94.0,100.0
137,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,2.0,,3.0,4.0,4.0,4.0,5.0,7.0,10.0,13.0,16.0,21.0,25.0,30.0,36.0,41.0,47.0,53.0,60.0,66.0,72.0,78.0,84.0,90.0,96.0
138,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,3.0,,5.0,6.0,7.0,8.0,10.0,13.0,17.0,21.0,25.0,30.0,35.0,41.0,47.0,52.0,58.0,65.0,71.0,76.0,81.0,86.0,91.0,96.0,100.0
139,,,,,,,,,,0.0,0.0,0.0,,0.0,,1.0,,10.0,,12.0,15.0,19.0,22.0,26.0,30.0,35.0,39.0,42.0,48.0,50.0,51.0,53.0,54.0,55.0,55.0,56.0,56.0,57.0,57.0,57.0,58.0,58.0
140,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,1.0,,1.0,3.0,5.0,8.0,12.0,16.0,21.0,26.0,32.0,38.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
141,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,20.0,,22.0,24.0,26.0,28.0,30.0,35.0,40.0,43.0,46.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
142,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,30.0,,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
143,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,14.0,,22.0,26.0,29.0,32.0,33.0,34.0,35.0,35.0,35.0,35.0,41.0,43.0,45.0,47.0,49.0,51.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0
144,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,2.0,,5.0,10.0,15.0,20.0,25.0,30.0,35.0,40.0,50.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
145,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,3.0,,4.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,9.0,9.0,10.0,10.0,10.0,11.0,11.0,12.0,12.0,13.0,13.0,14.0,14.0
146,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,3.0,,5.0,8.0,10.0,13.0,15.0,18.0,20.0,23.0,25.0,28.0,30.0,33.0,35.0,38.0,40.0,43.0,45.0,48.0,50.0,53.0,55.0,58.0,60.0
147,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,1.0,,1.0,1.0,3.0,5.0,8.0,12.0,16.0,21.0,26.0,32.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
148,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,18.0,,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,27.0,27.0,28.0,28.0,28.0,29.0,29.0,29.0,30.0,30.0,30.0,30.0,30.0
149,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,1.0,,5.0,10.0,10.0,10.0,20.0,30.0,50.0,50.0,50.0,75.0,75.0,75.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
150,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,5.0,,10.0,20.0,40.0,50.0,60.0,70.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
151,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,12.0,,14.0,17.0,19.0,23.0,27.0,31.0,35.0,40.0,45.0,50.0,55.0,60.0,60.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
152,,,,,,,,,,0.0,0.0,0.0,,0.0,,17.0,,17.0,,17.0,17.0,23.0,32.0,45.0,55.0,61.0,66.0,69.0,73.0,76.0,78.0,80.0,82.0,85.0,86.0,87.0,89.0,90.0,91.0,92.0,93.0,94.0
153,,,,,,,,,,0.0,0.0,0.0,,0.0,,1.0,,9.0,,14.0,17.0,22.0,26.0,30.0,32.0,35.0,37.0,39.0,43.0,46.0,48.0,50.0,51.0,54.0,55.0,57.0,59.0,60.0,62.0,63.0,65.0,66.0
154,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,3.0,,3.0,3.0,4.0,5.0,8.0,10.0,17.0,23.0,31.0,40.0,48.0,48.0,52.0,52.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0
155,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,10.0,,20.0,20.0,50.0,50.0,60.0,60.0,75.0,75.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0
156,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,13.0,,20.0,24.0,27.0,28.0,30.0,30.0,30.0,30.0,30.0,32.0,33.0,34.0,34.0,35.0,36.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0
157,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,20.0,,22.0,24.0,26.0,28.0,30.0,35.0,40.0,43.0,46.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
158,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,20.0,24.0,28.0,32.0,38.0,42.0,46.0,48.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
159,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,5.0,,8.0,12.0,14.0,16.0,17.0,19.0,20.0,20.0,20.0,24.0,26.0,28.0,29.0,31.0,33.0,34.0,36.0,38.0,40.0,42.0,44.0,46.0,48.0
160,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,7.0,,12.0,16.0,20.0,23.0,26.0,27.0,29.0,30.0,25.0,30.0,31.0,33.0,35.0,36.0,38.0,40.0,41.0,43.0,45.0,47.0,49.0,51.0,53.0
161,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,1.0,,1.0,1.0,3.0,3.0,5.0,8.0,12.0,16.0,21.0,26.0,32.0,38.0,45.0,51.0,58.0,65.0,73.0,80.0,87.0,94.0,100.0,100.0,100.0
162,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,25.0,,25.0,25.0,25.0,30.0,30.0,30.0,30.0,30.0,35.0,35.0,35.0,35.0,35.0,35.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
163,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,5.0,,10.0,20.0,30.0,50.0,70.0,70.0,70.0,70.0,70.0,70.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0
164,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,2.0,,3.0,4.0,5.0,6.0,7.0,8.0,8.0,9.0,11.0,14.0,19.0,24.0,31.0,40.0,50.0,60.0,67.0,73.0,79.0,84.0,89.0,94.0,99.0
165,,,,,,,,,,0.0,0.0,0.0,,0.0,,10.0,,15.0,,18.0,24.0,25.0,25.0,26.0,27.0,28.0,31.0,33.0,36.0,40.0,43.0,47.0,52.0,56.0,60.0,65.0,70.0,75.0,80.0,85.0,90.0,95.0
166,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,2.0,,10.0,15.0,28.0,32.0,39.0,43.0,44.0,45.0,51.0,58.0,62.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
167,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,20.0,,23.0,26.0,29.0,32.0,35.0,39.0,42.0,45.0,47.0,50.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
168,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,13.0,,14.0,19.0,22.0,25.0,28.0,30.0,33.0,34.0,36.0,39.0,40.0,42.0,42.0,43.0,43.0,44.0,44.0,44.0,44.0,44.0,45.0,45.0,45.0
169,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,15.0,,15.0,17.0,20.0,25.0,30.0,35.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
170,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,65.0,,65.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
171,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,9.0,,9.0,9.0,9.0,10.0,11.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
172,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,20.0,23.0,27.0,30.0,33.0,37.0,40.0,43.0,47.0,50.0,53.0,57.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
173,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,6.0,,6.0,6.0,6.0,10.0,14.0,18.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
174,,,,,,,,,,0.0,0.0,0.0,,0.0,,1.0,,1.0,,3.0,5.0,8.0,12.0,16.0,21.0,26.0,32.0,38.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
175,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,1.0,,1.0,3.0,5.0,8.0,12.0,16.0,21.0,26.0,32.0,38.0,45.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
176,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,20.0,,23.0,26.0,29.0,32.0,35.0,38.0,41.0,44.0,47.0,50.0,55.0,56.0,57.0,58.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
177,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
178,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,12.0,,18.0,23.0,24.0,27.0,28.0,29.0,30.0,30.0,30.0,35.0,37.0,39.0,40.0,42.0,44.0,46.0,48.0,49.0,51.0,53.0,55.0,57.0,59.0
179,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,10.0,,14.0,18.0,22.0,26.0,34.0,41.0,42.0,42.0,45.0,47.0,49.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
180,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,5.0,,10.0,20.0,30.0,30.0,50.0,70.0,70.0,70.0,75.0,75.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0
181,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,2.0,,10.0,15.0,20.0,32.0,39.0,43.0,44.0,45.0,51.0,58.0,62.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
182,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,2.0,,4.0,6.0,8.0,10.0,11.0,12.0,13.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
183,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,30.0,,30.0,30.0,30.0,33.0,36.0,39.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
184,IND3 Default,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,13.0,,14.0,19.0,22.0,25.0,28.0,30.0,33.0,34.0,36.0,39.0,40.0,42.0,42.0,43.0,43.0,44.0,44.0,44.0,44.0,44.0,45.0,45.0,45.0
185,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,22.0,,31.0,37.0,43.0,47.0,50.0,54.0,57.0,61.0,63.0,64.0,65.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,75.0,76.0,76.0,77.0
186,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,2.0,,3.0,4.0,4.0,5.0,7.0,9.0,13.0,18.0,22.0,29.0,35.0,42.0,50.0,57.0,63.0,68.0,73.0,77.0,81.0,84.0,87.0,89.0,91.0
187,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,20.0,30.0,40.0,50.0,60.0,70.0,80.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
188,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,14.0,,21.0,25.0,27.0,28.0,30.0,30.0,30.0,30.0,30.0,32.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0
189,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,20.0,25.0,30.0,35.0,40.0,45.0,50.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
190,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,35.0,,35.0,35.0,35.0,41.0,47.0,53.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
191,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,20.0,,32.0,40.0,47.0,53.0,57.0,61.0,64.0,67.0,70.0,72.0,74.0,77.0,78.0,80.0,82.0,84.0,85.0,87.0,89.0,91.0,93.0,95.0,97.0
192,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
193,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,5.0,,20.0,40.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
194,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,6.0,,11.0,15.0,19.0,25.0,30.0,35.0,41.0,46.0,51.0,57.0,63.0,70.0,75.0,79.0,82.0,84.0,87.0,89.0,90.0,92.0,93.0,95.0,96.0
195,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,10.0,,19.0,26.0,32.0,40.0,48.0,56.0,64.0,71.0,78.0,85.0,91.0,97.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
196,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,1.0,,3.0,4.0,6.0,9.0,11.0,14.0,17.0,20.0,24.0,29.0,35.0,42.0,50.0,57.0,63.0,68.0,73.0,77.0,80.0,83.0,86.0,89.0,92.0
197,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,10.0,,11.0,11.0,12.0,12.0,13.0,14.0,14.0,15.0,17.0,19.0,24.0,30.0,38.0,45.0,52.0,58.0,64.0,69.0,74.0,78.0,82.0,85.0,88.0
198,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,5.0,,8.0,13.0,14.0,14.0,15.0,17.0,19.0,22.0,26.0,31.0,37.0,44.0,51.0,59.0,65.0,70.0,74.0,79.0,83.0,87.0,91.0,95.0,98.0
199,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,1.0,,1.0,1.0,2.0,2.0,3.0,4.0,6.0,8.0,12.0,17.0,23.0,31.0,40.0,50.0,58.0,64.0,70.0,75.0,80.0,84.0,88.0,92.0,95.0
200,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,8.0,,15.0,24.0,25.0,26.0,27.0,29.0,32.0,36.0,40.0,45.0,50.0,56.0,62.0,67.0,71.0,75.0,78.0,82.0,86.0,90.0,94.0,98.0,100.0
201,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,7.0,,10.0,11.0,12.0,15.0,17.0,20.0,23.0,27.0,31.0,35.0,40.0,44.0,48.0,52.0,56.0,60.0,64.0,68.0,72.0,76.0,80.0,84.0,88.0
202,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,1.0,,5.0,5.0,5.0,6.0,7.0,9.0,11.0,14.0,17.0,20.0,24.0,28.0,32.0,36.0,41.0,45.0,51.0,56.0,61.0,66.0,71.0,76.0,81.0
203,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,12.0,,14.0,17.0,19.0,23.0,27.0,31.0,35.0,40.0,45.0,50.0,55.0,59.0,63.0,67.0,71.0,74.0,77.0,80.0,83.0,86.0,89.0,92.0,95.0
204,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,5.0,,7.0,9.0,9.0,10.0,11.0,13.0,15.0,17.0,20.0,24.0,28.0,33.0,39.0,45.0,52.0,59.0,64.0,69.0,74.0,79.0,84.0,89.0,94.0
205,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,8.0,,12.0,15.0,15.0,16.0,17.0,19.0,22.0,25.0,28.0,32.0,36.0,40.0,45.0,49.0,54.0,59.0,64.0,69.0,74.0,79.0,84.0,89.0,94.0
206,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,1.0,,2.0,2.0,2.0,3.0,4.0,6.0,8.0,9.0,12.0,15.0,20.0,25.0,32.0,40.0,50.0,58.0,64.0,69.0,74.0,79.0,84.0,89.0,94.0
